ANSWERED,INCOME,FEMALE,AGE,JOB,NUM_DEPENDENTS,RENT,OWN_RES,NEW_CAR,CHK_ACCT,SAV_ACCT,NUM_ACCTS,MOBILE,PRODUCT
0,39567,0,36,2,1,0,0,0,0,0,1,1,0
1,9348,0,33,2,1,0,0,0,3,0,3,0,4
1,44272,0,33,3,1,0,1,0,1,0,4,0,1
0,100126,0,26,2,1,0,1,0,1,4,1,0,0
1,59647,0,36,3,1,0,1,0,1,0,4,1,2
0,10604,0,33,2,1,0,1,1,1,4,4,0,0
0,18417,0,25,1,1,0,0,0,1,1,3,0,0
0,20666,0,47,3,1,0,1,0,1,0,0,0,0
0,44181,1,30,3,1,0,1,0,1,0,2,0,0
1,26800,0,21,2,1,0,1,0,3,0,2,0,2
1,17038,0,26,2,1,0,1,1,0,0,4,0,1
0,19002,0,46,3,1,0,1,0,2,0,4,0,0
1,13186,0,27,1,2,1,0,0,3,1,2,0,2
0,38610,0,28,1,2,0,0,1,1,1,2,0,0
0,32680,0,30,3,1,0,1,0,3,0,2,0,0
0,72023,0,29,3,1,1,1,0,0,4,3,0,0
1,78655,0,26,3,2,0,0,0,0,0,3,0,4
1,30443,0,52,1,1,0,1,0,3,3,4,0,4
0,35090,0,60,2,1,0,1,0,3,0,3,0,0
1,14437,0,23,2,1,0,1,0,3,1,1,0,4
1,96350,0,31,2,1,0,1,0,3,0,2,0,2
0,13735,0,23,0,1,1,0,0,0,2,0,1,2
0,9636,0,39,2,1,0,1,1,2,3,3,0,0
0,62478,0,33,2,1,0,0,0,0,0,2,0,0
1,50931,0,36,2,1,0,1,0,2,0,4,0,2
1,46942,1,23,1,1,0,1,0,3,4,0,1,3
0,13715,0,63,2,1,0,1,0,1,0,1,0,0
1,7356,0,39,1,1,0,1,0,0,0,2,0,2
1,26263,0,22,3,1,0,1,0,3,0,3,0,0
0,25343,0,27,2,1,1,0,1,3,0,2,0,0
1,11611,0,39,2,2,0,1,0,1,0,4,0,0
0,9270,0,23,2,1,0,1,1,0,4,2,0,0
1,26165,0,39,2,1,0,1,0,0,3,2,0,2
0,68878,0,28,2,1,0,1,0,0,0,4,0,0
0,19382,0,61,3,1,0,0,0,3,0,2,0,0
0,83709,0,30,2,1,0,0,0,1,0,4,0,0
1,47911,0,37,3,1,0,1,0,1,0,1,0,1
1,78952,0,45,2,2,0,0,0,3,0,3,0,4
1,2159,0,36,1,1,1,0,1,1,4,2,0,4
0,61575,0,28,2,1,0,0,0,1,0,2,0,0
0,68297,0,28,2,1,0,1,0,0,0,1,0,2
1,37762,0,37,1,1,0,1,0,0,4,4,0,4
1,29701,0,25,2,1,0,1,0,3,0,2,0,4
1,29590,0,20,2,1,0,1,1,3,1,2,0,4
0,158933,0,20,2,1,1,0,0,1,0,1,0,0
1,8984,0,36,2,1,0,1,0,3,2,2,0,4
0,65196,0,25,2,1,1,0,0,1,0,4,0,0
1,37860,0,21,2,1,0,0,1,3,0,4,1,4
0,24152,0,23,2,1,1,0,0,0,0,3,0,0
1,7101,0,46,2,1,0,1,1,0,0,1,0,1
1,12439,0,48,1,2,0,0,0,2,1,4,0,0
0,30463,0,23,2,1,1,0,0,1,0,1,0,0
1,93641,0,39,2,2,0,0,0,3,4,2,1,2
0,15276,0,23,2,1,0,1,0,1,4,2,0,0
0,27290,0,26,2,1,0,1,0,0,0,3,0,2
0,30638,0,31,2,1,1,0,0,0,0,2,0,2
0,22615,0,49,2,1,1,0,1,0,2,2,0,0
0,4279,0,26,2,2,0,0,0,3,0,1,0,0
0,69138,0,36,3,2,0,0,1,1,0,0,0,0
0,13019,0,26,3,1,0,1,1,3,0,0,0,1
1,12424,0,27,2,1,0,1,1,2,0,1,0,1
0,95543,1,28,2,1,0,1,0,1,0,1,0,0
0,18083,0,47,2,1,0,0,0,0,0,2,0,4
0,158860,0,20,3,1,0,0,0,1,0,1,0,0
1,19210,0,31,1,1,1,0,0,2,0,2,0,2
0,148108,0,20,3,1,0,1,1,0,0,1,0,0
1,41885,0,32,1,1,1,1,0,3,4,2,0,4
1,12917,0,47,2,1,0,1,0,1,2,4,0,0
0,123583,0,27,2,1,0,1,1,1,4,2,0,0
0,36039,0,31,2,1,0,1,0,3,0,4,0,0
1,64608,0,35,1,2,0,0,0,0,0,4,1,0
1,10971,0,26,2,1,0,1,1,1,3,2,0,3
1,7815,0,46,2,1,0,1,0,0,0,4,0,4
1,11951,0,30,2,1,0,1,0,3,3,4,0,3
0,23689,0,24,2,1,1,0,0,0,0,3,0,0
0,50643,0,34,3,2,0,0,0,1,0,4,1,0
1,12849,0,61,2,1,0,0,0,1,4,2,0,4
1,14834,0,25,2,1,0,1,0,2,2,2,0,0
1,20033,0,29,3,1,0,1,0,3,0,3,0,1
1,48885,0,31,3,1,1,0,0,3,0,2,0,0
1,47421,0,39,3,1,0,1,0,3,2,1,0,1
1,23530,0,49,1,1,0,1,0,1,4,1,0,2
0,10203,0,20,2,2,0,0,1,2,0,4,0,0
1,22082,0,53,2,1,0,1,1,1,4,1,0,0
0,82575,0,26,2,1,0,0,0,1,0,4,0,3
0,20114,0,68,3,1,0,0,0,1,0,4,0,0
0,13638,0,37,2,1,1,0,1,3,0,3,0,0
1,20006,0,40,2,1,0,0,1,1,4,3,0,1
1,16818,0,40,1,2,1,0,1,3,0,3,0,2
0,32146,0,37,1,1,1,0,0,0,0,1,0,0
0,19501,0,50,2,1,0,1,0,3,0,3,0,4
1,14873,0,39,2,1,0,1,0,3,0,1,0,4
1,26452,0,36,1,1,0,1,0,3,0,1,0,3
1,27127,0,33,2,2,1,0,0,1,2,2,0,4
1,27773,0,29,2,1,0,1,0,0,0,2,1,3
0,73753,0,53,3,1,0,1,0,3,4,0,1,0
0,23364,0,30,2,1,0,1,1,1,0,3,0,0
1,13797,0,25,2,2,0,1,0,3,1,4,0,3
0,21094,1,25,2,1,0,1,0,1,0,1,0,0
0,113523,0,55,3,1,0,0,0,1,0,2,0,0
0,14516,0,26,2,1,0,1,0,3,0,1,0,4
1,7967,0,34,2,1,0,1,0,3,0,2,0,1
0,149447,0,28,3,1,0,1,1,0,0,4,0,0
1,47006,0,27,2,1,0,1,0,3,0,2,1,2
0,30705,0,27,2,1,0,1,1,1,1,2,0,0
1,106724,0,23,3,2,0,0,0,0,0,4,1,3
0,71657,0,34,2,2,0,1,0,3,0,3,0,0
1,48081,0,26,3,1,0,1,0,1,0,1,0,1
0,64349,0,36,2,1,0,1,0,3,4,4,0,0
0,95773,0,27,0,1,0,1,0,0,0,1,1,0
1,37612,0,34,2,1,0,1,0,3,1,1,0,4
0,10570,0,35,2,2,0,0,0,1,3,4,0,4
1,37318,0,62,2,1,0,1,0,3,3,2,0,4
1,10667,0,48,1,1,0,1,1,3,2,1,0,1
0,126488,0,44,3,2,0,0,0,1,1,2,0,0
1,16611,0,30,2,1,0,1,0,0,2,4,0,1
0,78964,0,27,2,1,1,1,0,3,4,4,0,0
1,33746,0,26,1,1,0,1,1,0,0,3,0,4
0,119795,0,39,1,1,0,1,0,0,0,2,0,0
0,19383,0,45,3,1,0,1,0,3,0,4,0,0
0,40615,0,30,2,1,0,0,1,3,0,4,0,0
0,6639,0,41,2,1,0,1,0,0,4,3,0,0
1,46073,0,36,3,1,0,1,0,3,1,4,0,0
0,41246,0,23,2,1,1,1,0,1,0,4,0,0
1,23380,1,22,3,1,0,1,1,1,4,3,0,3
1,35916,0,35,2,1,1,0,0,0,0,1,0,4
1,18917,0,24,1,1,0,1,0,3,0,2,0,2
0,26518,0,24,2,1,0,0,0,1,1,2,0,0
1,18864,0,61,2,1,0,0,0,3,0,3,0,0
0,12708,1,28,2,2,1,0,1,1,0,4,0,0
0,101397,0,20,2,1,0,1,1,3,2,2,0,0
1,22446,0,25,1,1,0,0,0,2,0,2,0,0
0,26880,1,25,2,1,0,1,0,0,0,2,0,1
1,10306,0,27,2,1,1,1,0,0,4,1,0,2
0,95672,1,44,2,1,0,1,0,3,0,1,0,0
0,25677,0,43,2,1,0,1,0,1,1,2,0,4
1,13983,0,30,2,1,0,1,0,1,0,2,0,0
1,15469,0,34,2,2,0,1,0,3,3,3,0,3
0,8984,0,24,2,2,0,0,1,2,0,3,0,4
1,35291,0,24,1,1,1,0,1,3,0,2,0,3
0,78191,0,47,2,1,0,1,1,3,1,2,0,4
0,19338,0,27,1,1,0,0,0,2,0,2,0,2
1,12179,0,47,1,1,0,1,0,0,0,2,0,0
1,51827,0,27,3,1,0,0,1,0,0,4,0,4
1,20203,0,48,2,2,1,0,1,3,0,0,0,2
0,86657,0,27,2,1,0,1,0,3,0,1,0,0
1,15331,0,43,2,1,0,1,0,3,0,2,0,2
0,32064,0,24,2,1,0,0,0,0,1,2,0,0
0,48570,0,45,2,1,0,1,0,1,0,3,0,2
1,18563,0,29,2,1,0,1,0,2,0,2,0,2
1,16097,0,31,2,1,0,1,0,3,0,4,0,2
0,9401,0,27,3,1,1,0,0,1,1,1,0,0
0,103447,0,39,2,1,0,0,0,0,0,3,1,0
1,28846,0,30,2,2,0,0,0,3,0,2,1,4
1,27772,0,29,2,1,0,1,0,3,0,4,0,2
0,15020,0,38,2,1,0,1,0,1,4,2,0,0
1,53691,0,36,3,1,0,0,0,0,0,4,0,4
1,8128,0,32,2,1,0,1,0,3,0,1,0,2
1,16062,0,48,2,1,0,1,0,0,0,2,0,3
0,74369,0,70,3,1,0,0,0,3,4,0,1,0
0,38838,0,27,3,1,1,0,0,3,0,2,1,2
1,13189,0,30,2,1,0,0,0,1,0,2,0,0
1,51612,0,26,2,1,0,1,0,0,0,3,0,4
1,7901,0,47,2,1,0,1,0,3,0,2,0,2
1,47759,0,52,3,1,0,1,0,1,0,1,0,1
0,72883,0,36,2,1,1,0,1,0,0,4,0,0
0,12424,0,23,2,1,0,0,1,0,0,1,0,0
1,7362,0,29,1,1,0,1,1,2,3,1,0,2
1,3446,0,28,2,1,0,1,0,0,2,4,0,4
1,24227,0,61,2,1,0,1,0,0,0,4,0,2
0,23020,1,31,2,1,1,0,0,0,0,2,0,0
1,7504,0,36,2,1,0,0,0,3,4,2,0,4
0,127055,0,22,3,1,0,0,1,3,4,4,0,4
1,11153,0,40,2,1,0,1,1,3,0,1,0,1
1,27015,0,36,2,1,0,0,0,1,4,4,1,4
0,31052,0,24,2,1,1,0,0,1,1,1,0,0
0,74139,0,20,3,1,0,1,0,3,4,2,1,0
1,13726,0,34,1,2,0,0,1,0,0,3,0,0
1,24065,0,31,3,1,0,1,1,2,0,0,0,3
1,27413,0,30,3,1,0,1,1,3,2,2,0,2
1,60320,0,20,2,1,0,1,1,1,0,3,0,0
1,15392,0,24,2,1,0,0,0,3,4,4,1,0
0,40408,1,44,2,1,0,1,1,1,3,3,0,0
1,30347,0,25,2,1,0,0,0,3,0,1,0,0
1,15617,0,51,1,1,0,1,0,3,3,4,1,1
1,27313,0,39,2,1,0,1,0,1,4,3,0,2
0,54777,0,30,2,1,0,0,0,0,4,3,0,4
1,42644,0,31,2,1,0,0,0,3,2,2,0,0
1,23465,0,53,2,1,0,1,0,1,0,4,0,4
0,13247,0,32,2,1,1,0,1,0,4,3,0,0
0,11255,0,32,2,2,0,0,0,3,0,4,0,0
1,69461,0,25,3,2,0,0,0,1,4,3,1,4
1,37681,0,62,2,1,0,1,1,1,0,4,0,4
0,24865,0,21,1,1,0,1,0,0,0,4,0,0
1,33804,0,32,2,1,1,0,0,3,3,4,0,0
1,38523,1,33,1,1,0,1,0,2,0,2,0,3
0,70996,0,34,2,1,0,1,0,1,0,3,0,0
0,63599,0,47,2,1,1,0,0,1,0,4,0,0
1,40946,0,38,2,1,1,0,1,0,0,4,0,0
0,15273,0,33,2,1,0,1,0,0,0,2,0,4
0,6914,0,42,2,1,0,1,0,1,0,2,0,0
1,36016,0,27,1,1,0,1,0,0,0,3,0,4
1,50765,0,26,2,1,0,1,0,3,0,3,0,4
1,27727,0,61,3,1,0,0,1,3,2,3,0,2
1,101620,0,21,2,1,0,1,0,3,1,3,0,4
0,12713,0,49,2,1,1,1,0,0,0,2,0,0
1,86028,0,42,2,1,0,1,0,3,0,2,1,2
0,12725,0,47,2,1,0,1,0,3,4,4,0,2
1,25967,0,25,2,2,0,1,1,3,0,4,0,0
1,5298,0,27,2,1,0,1,1,3,0,4,0,4
1,11893,0,31,2,1,0,1,1,3,2,2,0,4
1,20672,1,23,2,1,0,1,0,2,0,2,0,0
1,9087,0,33,2,1,1,1,0,1,3,2,0,4
1,41251,1,28,1,1,0,1,0,1,0,3,0,0
0,60625,0,20,1,1,0,0,0,0,0,4,1,0
1,33911,0,34,3,1,0,1,0,0,0,2,0,2
0,110160,0,36,3,1,0,0,0,3,0,0,0,2
1,12895,0,36,2,1,0,1,0,3,0,2,0,2
1,9698,0,44,1,1,0,1,0,1,0,2,0,2
0,21869,0,32,2,1,0,1,1,3,3,2,0,1
1,84893,0,27,2,1,0,1,0,3,3,4,1,2
0,59709,0,27,2,1,0,1,0,3,0,2,0,4
1,2019,0,43,1,1,0,0,1,1,0,2,0,4
0,73374,0,24,3,1,0,1,0,3,4,0,1,0
1,52176,0,29,2,1,0,1,0,2,0,3,0,0
0,30909,0,65,2,1,0,1,0,0,4,4,0,0
1,45748,0,54,2,1,0,1,0,0,0,2,1,0
0,9160,0,43,2,1,1,0,0,1,1,1,0,0
0,26946,0,28,2,1,1,0,1,0,1,2,0,0
0,12319,0,44,2,1,0,1,0,1,0,2,0,0
1,52019,0,29,2,1,0,1,0,3,0,3,0,1
0,14325,0,31,2,1,0,0,1,0,0,3,0,0
1,25334,0,39,2,1,0,1,0,0,0,4,0,3
0,15656,0,25,2,2,0,1,0,0,0,2,0,2
1,21402,0,29,3,1,0,1,0,0,0,0,0,0
1,7036,0,26,1,1,1,1,0,3,4,4,0,2
0,12430,0,39,3,1,1,0,0,3,4,4,0,4
0,36357,0,26,2,1,0,1,0,1,0,2,0,4
0,125887,0,27,2,1,0,0,0,1,1,2,0,0
0,9347,0,36,2,1,1,0,0,1,0,1,0,0
1,8071,0,49,2,1,0,1,0,1,4,3,0,4
1,17179,0,30,1,1,0,1,0,3,0,2,0,2
1,5997,0,51,2,1,0,1,1,0,0,4,0,4
1,26351,0,24,1,1,0,1,0,0,3,2,0,2
0,27171,0,30,2,1,0,1,0,1,4,4,0,0
0,11204,0,26,2,1,0,1,0,1,0,2,0,0
0,109077,0,31,3,1,0,1,0,3,0,0,0,0
0,84233,0,27,2,1,0,1,0,1,0,3,0,0
1,16843,0,23,2,1,0,1,0,0,0,2,1,3
1,12259,0,30,1,1,0,1,1,0,0,2,0,0
0,33776,0,23,1,1,1,0,0,0,0,1,0,0
0,12095,1,33,3,1,1,0,0,1,0,4,0,0
0,6718,0,24,1,1,0,1,0,0,0,2,0,0
1,23289,1,26,3,1,0,1,1,1,2,3,0,2
1,23727,1,26,3,1,0,1,1,1,2,3,0,3
0,13703,0,36,2,1,0,1,0,3,0,2,0,2
1,12912,0,34,3,1,0,1,0,3,0,2,0,0
1,18854,0,25,3,1,1,0,0,3,0,2,0,4
1,31739,0,29,2,1,1,0,0,3,3,3,0,3
1,20324,0,47,3,1,0,0,0,3,0,2,0,4
0,6828,0,37,2,1,0,1,1,3,1,3,0,3
1,43532,0,28,2,1,0,1,0,1,0,4,0,0
1,6503,0,38,2,1,0,1,1,0,0,1,0,0
0,31236,0,22,2,1,1,1,0,0,1,1,0,0
0,22829,1,33,2,1,1,0,0,3,0,1,0,0
1,7671,0,26,2,1,0,1,1,3,0,2,0,4
1,12035,0,38,2,1,0,1,0,3,4,4,0,2
1,12878,0,39,1,1,0,1,0,0,0,2,0,0
0,35813,0,31,2,2,0,1,0,3,1,4,0,0
1,14714,0,40,1,1,0,1,0,0,0,2,0,2
0,51630,0,70,3,1,0,1,0,1,0,2,0,0
1,60291,0,21,2,1,0,0,0,3,0,4,0,4
0,40927,0,23,2,2,1,0,0,0,0,4,0,0
1,23072,0,32,2,1,0,1,0,3,2,2,0,4
1,15000,0,27,2,2,0,1,1,0,3,3,1,3
0,11057,1,33,2,1,1,0,1,1,0,3,0,0
1,4088,0,22,2,1,0,1,0,0,0,1,0,1
0,70351,0,37,3,2,0,0,0,3,0,2,0,0
1,72623,0,21,3,1,0,0,1,1,0,0,0,4
1,14574,0,70,2,2,0,0,0,3,1,4,0,4
0,68968,1,36,2,1,0,1,0,0,0,1,0,0
1,62743,0,28,1,1,1,0,0,1,0,3,0,4
0,6745,0,26,0,1,0,1,0,1,0,1,0,0
1,22796,0,38,2,1,0,1,0,1,2,2,0,4
0,16483,0,28,2,1,1,1,0,1,0,1,0,0
1,12029,0,31,2,1,0,1,1,3,2,2,0,4
1,50976,0,26,2,1,0,1,0,3,0,3,0,4
1,27765,0,43,3,1,0,1,0,3,0,0,0,3
1,22455,0,35,0,1,0,1,0,3,1,3,0,1
1,57585,0,27,2,1,0,1,0,1,0,4,0,0
0,42716,0,27,3,1,0,1,1,1,0,2,0,4
1,15058,0,26,3,1,0,1,0,2,0,3,0,1
1,10148,0,36,2,1,0,1,1,3,0,2,0,3
1,14106,0,29,2,1,0,1,1,0,0,2,0,4
0,12509,0,24,1,1,0,1,0,1,0,1,0,0
1,37855,0,44,2,1,0,1,0,1,1,4,0,0
1,14295,0,48,2,1,1,0,1,3,0,2,0,4
1,11734,0,57,1,1,0,1,0,3,1,1,0,4
1,3532,0,27,2,1,0,1,0,0,0,1,0,1
1,23571,0,23,2,1,0,1,0,1,0,2,1,4
1,14266,1,51,1,1,0,0,0,1,0,2,0,2
0,40612,0,26,2,1,1,0,1,0,0,4,0,0
1,15006,0,21,2,1,0,1,0,3,3,1,0,2
1,25702,0,24,2,1,0,1,0,1,0,2,0,3
1,18597,0,44,2,1,0,1,0,3,0,1,0,1
1,76828,0,32,2,1,0,1,1,0,4,3,0,2
1,13576,0,33,2,1,0,1,1,2,1,1,0,1
0,68436,0,61,2,2,0,1,1,2,1,0,1,0
0,46578,0,49,3,1,0,1,0,3,1,2,0,0
1,20137,0,37,2,1,0,1,0,2,0,2,0,0
1,30440,0,34,1,1,1,0,0,3,0,1,0,1
1,6929,0,35,2,1,0,1,0,3,0,2,0,1
0,21791,0,48,2,1,0,1,1,3,0,2,0,4
1,17535,0,27,2,1,0,1,0,1,1,1,1,0
0,41958,0,42,3,1,0,1,1,1,0,0,0,0
1,12414,0,26,1,1,0,1,1,3,0,4,0,2
1,79070,0,31,2,2,0,0,0,0,0,3,0,4
0,27023,0,27,2,2,0,1,0,3,0,1,0,2
0,24647,0,41,1,2,0,1,0,3,2,1,0,0
1,31336,0,32,2,1,0,1,0,3,4,2,0,4
1,44383,0,26,3,2,0,1,0,3,0,2,0,0
0,36415,0,48,2,1,0,1,0,1,1,4,0,0
0,148384,0,39,3,1,0,0,0,1,3,3,0,0
0,12076,0,24,2,1,0,1,0,1,0,3,0,0
1,16255,0,24,1,1,0,1,0,0,0,4,0,4
1,36764,0,39,2,1,1,0,0,0,0,1,0,4
1,68539,0,31,3,2,0,1,1,1,0,0,0,0
0,73366,0,24,3,1,0,1,1,1,0,0,0,4
1,6381,0,56,2,1,0,1,0,3,0,4,0,4
1,27391,0,31,3,1,0,0,0,3,0,4,1,4
0,47847,0,23,3,1,1,1,0,3,0,1,0,4
1,19909,0,23,2,1,0,1,0,3,1,0,0,2
0,79008,0,25,2,1,0,1,1,0,0,2,0,0
0,31252,0,38,2,1,1,0,0,1,1,1,0,0
0,30831,0,48,2,1,1,1,0,0,0,2,0,0
1,34907,0,34,2,2,0,1,0,3,0,4,0,2
0,40091,1,38,2,1,0,1,0,3,4,2,0,0
0,18155,0,38,2,1,0,0,0,1,0,3,0,0
0,33494,0,29,3,1,1,0,0,0,0,4,0,0
1,78681,0,23,2,2,0,0,0,0,0,3,0,4
1,31470,0,45,2,1,0,0,0,3,0,1,0,4
0,69437,0,36,3,1,1,0,0,1,1,3,0,4
1,38618,0,44,3,1,1,0,0,3,0,4,1,2
1,11162,0,67,2,1,0,1,0,0,4,2,0,4
1,34885,0,31,2,1,1,0,1,3,0,2,0,0
0,34144,0,33,2,2,0,1,0,0,0,4,0,0
0,35718,0,45,2,1,0,0,0,3,0,3,0,0
1,62686,0,26,2,1,0,0,0,0,4,4,0,0
1,126491,0,28,3,1,0,0,1,0,4,4,0,0
1,23311,0,26,2,1,0,1,0,1,4,3,0,4
0,31100,0,28,2,1,0,1,0,1,0,3,0,0
0,38651,0,27,1,1,0,0,0,0,1,3,0,0
1,14460,0,44,1,1,1,0,0,3,1,4,0,4
1,31780,0,47,2,2,0,1,0,1,4,2,0,2
1,7817,0,27,2,1,0,1,0,3,0,2,0,0
0,26341,0,20,2,1,0,1,0,3,0,1,0,3
0,15957,0,34,2,1,0,0,0,0,0,4,0,0
1,15986,0,25,2,2,0,1,0,3,0,3,0,0
1,8566,0,32,1,1,0,0,1,3,4,2,0,3
1,64046,0,28,2,1,0,1,0,0,4,4,0,0
0,71399,0,37,3,1,0,1,0,0,4,1,0,0
0,19239,0,21,2,1,1,0,0,0,4,2,0,0
0,15822,0,41,1,1,1,1,0,0,0,3,0,0
1,10397,0,30,2,2,0,1,1,3,0,1,0,1
0,24083,0,36,1,2,0,1,0,0,0,2,0,0
1,19203,0,29,3,1,0,0,0,3,1,3,0,4
1,19145,0,27,2,1,0,1,0,1,0,3,0,4
1,22974,1,23,2,1,0,1,0,0,1,0,0,0
1,8087,0,30,1,1,0,1,0,1,0,2,0,0
0,19396,1,47,2,1,0,1,0,1,0,4,0,0
0,81189,0,55,3,1,0,1,1,1,1,4,0,0
1,21088,0,28,2,1,0,1,1,3,4,2,0,2
1,41002,0,53,2,2,0,0,0,0,0,4,0,0
1,12763,0,36,2,2,1,1,1,3,0,4,0,4
1,21131,0,28,2,1,0,1,0,1,4,3,0,0
0,20690,1,23,3,2,1,0,0,3,0,3,0,2
1,9712,0,30,2,1,0,1,0,1,0,2,0,0
0,14097,0,38,2,1,0,1,0,1,4,2,0,0
1,3513,0,27,2,1,0,1,1,1,0,2,0,1
0,61335,0,44,2,1,0,0,0,3,0,2,0,3
1,25802,0,32,3,1,1,1,0,1,4,2,0,0
0,15080,0,52,2,1,0,1,0,3,0,3,0,0
1,39154,0,41,3,1,1,1,0,3,0,4,1,2
1,13007,0,55,2,1,0,1,0,3,4,2,0,2
0,30939,0,27,2,1,1,0,0,0,0,3,0,0
0,14972,0,46,2,1,0,1,0,1,4,3,0,0
1,12933,0,27,1,1,0,1,0,0,0,1,0,3
0,45439,1,33,3,1,0,1,0,3,0,2,0,0
0,52017,0,44,3,2,0,0,0,1,0,4,1,0
0,19156,0,22,2,1,1,0,0,1,0,1,0,0
1,34986,0,26,1,1,1,0,0,0,0,3,0,4
0,142910,0,31,3,1,1,0,1,1,0,4,0,0
1,10510,0,44,2,1,0,1,1,3,2,2,0,4
1,14986,0,41,1,1,1,0,0,3,0,4,0,4
1,6804,0,35,2,1,0,1,0,3,0,2,0,2
0,68189,0,63,2,1,0,1,0,0,0,4,0,0
1,13819,0,30,2,1,0,0,0,2,0,2,0,1
0,68812,0,45,2,1,0,1,0,0,0,2,0,0
1,6206,0,32,2,1,0,1,0,3,0,2,0,4
1,95011,0,31,1,1,0,1,0,2,0,2,0,0
0,30213,0,33,2,1,0,1,0,0,0,1,0,0
0,71035,0,24,2,2,0,0,0,0,0,2,0,0
1,9860,0,25,2,1,0,1,0,3,3,3,0,2
1,42219,0,36,1,1,0,1,0,1,1,2,0,2
1,18911,0,32,2,1,0,1,0,1,3,1,0,0
1,37764,0,22,2,1,0,1,0,3,1,1,1,4
1,44548,0,29,3,1,0,0,0,1,0,4,0,1
0,23653,0,34,2,1,0,0,1,1,1,2,0,0
0,24835,0,24,0,1,0,1,0,3,2,4,0,0
0,29484,0,37,2,1,0,1,0,0,4,2,0,0
1,9624,0,24,2,1,1,0,0,0,0,4,0,0
0,10058,0,20,1,1,0,1,0,1,4,1,0,0
0,28959,0,54,1,2,0,1,0,3,0,2,0,0
1,2605,0,32,2,1,0,1,0,0,2,4,0,4
1,15670,0,37,1,1,0,1,0,3,3,3,0,1
0,8196,0,43,2,1,0,1,0,1,4,4,0,4
1,31041,0,26,2,1,0,0,0,0,0,1,0,0
0,80151,0,54,2,1,0,0,0,3,4,1,0,0
0,18519,0,23,2,1,0,1,1,1,0,1,0,0
0,13067,1,38,2,1,0,0,1,1,0,4,0,0
1,21796,0,22,2,1,1,0,0,3,0,3,0,2
1,12703,0,24,2,1,0,1,0,3,0,2,0,2
0,68783,0,34,2,1,0,1,0,1,0,4,0,0
1,17129,0,21,1,1,1,0,0,3,0,2,0,2
1,14902,1,36,2,2,0,1,0,1,1,4,0,2
1,27691,0,28,2,1,0,1,0,0,3,2,0,2
0,10368,0,48,2,1,0,1,0,0,0,1,0,0
0,14001,0,74,2,2,0,1,1,1,4,3,1,0
0,10569,0,28,2,1,0,1,0,0,0,3,0,0
0,29946,0,20,2,1,0,1,0,0,4,2,0,0
1,23499,1,33,2,1,1,0,0,0,0,2,0,0
1,15787,0,34,1,2,0,1,0,3,3,3,0,3
1,17541,0,39,2,1,0,0,0,3,0,2,0,0
0,30852,1,48,1,1,0,1,0,0,0,1,0,4
0,61866,0,35,1,1,0,0,0,0,0,1,0,0
1,11569,0,33,2,1,0,0,0,1,0,2,0,4
1,71853,0,37,2,2,0,0,0,0,0,2,0,0
1,48268,0,30,1,1,1,0,0,3,4,1,1,4
0,8809,0,28,2,1,0,1,1,2,2,3,0,0
1,96509,0,33,2,1,0,0,0,0,0,3,1,0
0,20884,0,34,2,1,0,1,0,2,0,2,0,0
0,23528,1,28,2,1,0,1,0,0,1,0,0,0
0,93617,0,24,1,2,0,1,0,3,4,2,1,2
1,48193,0,34,3,1,0,1,0,1,0,1,0,1
0,32166,0,25,2,1,0,1,0,0,0,2,0,0
1,68106,0,26,2,1,0,1,0,0,0,4,0,0
0,23338,0,36,2,1,0,1,1,0,1,0,0,0
0,77158,0,28,2,1,1,0,0,2,0,3,1,0
0,10963,0,49,2,1,0,1,0,0,0,0,0,0
0,50723,0,30,3,1,0,1,0,3,0,2,0,0
1,9715,0,27,2,1,0,1,0,3,4,1,0,0
1,30680,0,42,2,2,0,1,1,3,4,2,0,1
0,143568,0,26,3,1,1,0,1,1,0,4,0,0
0,26842,0,35,2,1,0,1,0,1,4,3,0,2
1,16139,0,47,1,2,1,0,1,3,2,2,0,2
1,27298,0,49,2,1,0,1,0,1,4,4,0,2
1,79495,0,45,2,2,0,0,0,1,0,3,0,4
1,21005,0,44,2,1,0,1,0,0,4,2,0,4
0,10204,0,57,2,1,0,1,0,0,0,1,0,2
1,15332,0,50,2,1,0,1,0,3,0,4,0,2
0,10344,0,23,1,1,0,1,0,1,3,1,0,4
0,15073,0,27,2,1,0,1,0,1,4,2,0,0
0,13382,0,30,2,1,0,1,1,3,3,4,0,4
0,25567,0,19,2,1,1,0,1,3,0,2,0,1
1,86192,0,47,2,1,0,1,0,3,3,2,0,2
1,40523,0,23,1,2,0,1,1,2,0,1,0,1
1,14365,0,25,2,1,0,1,0,1,1,4,0,2
0,24404,0,74,2,1,0,1,0,0,1,0,0,0
0,12118,0,33,2,1,1,0,1,0,4,3,0,0
0,66986,0,56,2,1,1,0,1,1,4,4,0,0
1,19621,0,37,2,1,1,1,0,1,0,3,0,3
0,139550,0,49,3,1,0,1,1,1,0,3,0,0
1,16033,0,37,2,1,0,1,0,3,3,4,0,2
1,27781,0,27,2,1,0,1,0,1,4,3,0,2
0,22779,0,32,1,1,0,1,0,0,0,4,0,4
0,76997,0,23,2,1,1,0,0,0,0,3,0,0
1,14801,0,62,2,1,0,1,0,3,0,3,0,2
0,35186,0,29,2,1,0,1,0,0,0,2,0,0
1,143797,0,57,3,1,0,0,1,1,0,4,0,0
